CMS AI FULL ASSEMBLY VIEW NOTES
================================
Job: Mold_frame_export-M6445-Zappa_Shim_mold-20260401
Image: C:\CMS_AI\datasets\cms_molds\label_queue\images\Mold_frame_export-M6445-Zappa_Shim_mold-20260401_FULL_LEFT.jpg
ViewType: left
PartCount: 123

Detected key roles:
TCP index: 16
BCP index: 12
ID Holder index: 0
OD Holder index: 0
ID Pot index: 0
OD Pot index: 0

Parts:
Index | Use | Class | Confidence | T | W | L | CenterX | CenterY | CenterZ | Component
100 | 1 | support_plate | 0.820 | 1.500 | 1.500 | 3.002 | -4.100 | -5.249 | 3.150 | CMS-SUPPORT_PILLAR-1_5D-3_0L_1_2-16
101 | 1 | rail | 0.880 | 0.563 | 0.563 | 1.625 | 1.500 | -6.782 | 3.150 | 0_SHCS_0_375_1_25_1-2
102 | 1 | support_plate | 0.820 | 1.500 | 1.500 | 3.002 | -4.100 | -5.249 | 0.000 | CMS-SUPPORT_PILLAR-1_5D-3_0L_1_2-15
103 | 1 | rail | 0.880 | 0.563 | 0.563 | 1.625 | -1.500 | -6.782 | 0.000 | 0_SHCS_0_375_1_25_1-9
104 | 1 | rail | 0.880 | 0.563 | 0.563 | 1.625 | 1.500 | -6.782 | -3.150 | 0_SHCS_0_375_1_25_1-3
105 | 1 | rail | 0.880 | 0.563 | 0.563 | 1.625 | -1.500 | -6.782 | 3.150 | 0_SHCS_0_375_1_25_1-5
106 | 1 | rail | 0.880 | 0.563 | 0.563 | 1.625 | -1.500 | -6.782 | 0.000 | 0_SHCS_0_375_1_25_1-6
107 | 1 | rail | 0.880 | 0.563 | 0.563 | 1.625 | -1.500 | -6.782 | 3.150 | 0_SHCS_0_375_1_25_1-8
108 | 1 | rail | 0.880 | 0.563 | 0.563 | 1.625 | 4.100 | -6.782 | -3.150 | 0_SHCS_0_375_1_25_1-11
109 | 1 | rail | 0.880 | 0.563 | 0.563 | 1.625 | 1.500 | -6.782 | 0.000 | 0_SHCS_0_375_1_25_1-7
110 | 1 | rail | 0.880 | 0.563 | 0.563 | 1.625 | -1.500 | -6.782 | -3.150 | 0_SHCS_0_375_1_25_1-10
111 | 1 | rail | 0.880 | 0.563 | 0.563 | 1.625 | 4.100 | -6.782 | 3.150 | 0_SHCS_0_375_1_25_1-13
112 | 1 | rail | 0.880 | 0.563 | 0.563 | 1.625 | -4.100 | -6.782 | 0.000 | 0_SHCS_0_375_1_25_1-15
113 | 1 | rail | 0.880 | 0.563 | 0.563 | 1.625 | -4.100 | -6.782 | -3.150 | 0_SHCS_0_375_1_25_1-14
114 | 1 | rail | 0.880 | 0.563 | 0.563 | 1.625 | 3.000 | -6.782 | 6.500 | 0_SHCS_0_375_1_25_1-18
115 | 1 | rail | 0.880 | 0.563 | 0.563 | 1.625 | 3.500 | -6.782 | -6.500 | 0_SHCS_0_375_1_25_1-19
116 | 1 | rail | 0.880 | 0.563 | 0.563 | 1.625 | -3.000 | -6.782 | -6.500 | 0_SHCS_0_375_1_25_1-20
117 | 1 | rail | 0.880 | 0.563 | 0.563 | 1.625 | -0.875 | -6.782 | 5.950 | 0_SHCS_0_375_1_25_1-21
118 | 1 | bushing | 0.500 | 0.600 | 0.600 | 0.750 | 0.000 | -7.500 | 9.048 | FHCS_312-18_750L_1_2-1
119 | 1 | bushing | 0.500 | 0.600 | 0.600 | 0.750 | 6.873 | -7.500 | 9.048 | FHCS_312-18_750L_1_2-2
120 | 1 | rail | 0.880 | 0.563 | 0.563 | 1.625 | -3.500 | -6.782 | 6.500 | 0_SHCS_0_375_1_25_1-17
121 | 1 | rail | 0.880 | 0.563 | 0.563 | 1.625 | -4.100 | -6.782 | 3.150 | 0_SHCS_0_375_1_25_1-16
122 | 1 | bushing | 0.500 | 0.600 | 0.600 | 0.750 | -6.873 | -7.500 | 0.000 | FHCS_312-18_750L_1_2-3
123 | 1 | bushing | 0.500 | 0.600 | 0.600 | 0.750 | -6.873 | -7.500 | 9.048 | FHCS_312-18_750L_1_2-4
