CMS AI FULL ASSEMBLY VIEW NOTES
================================
Job: 8418 2 cavity funnel with water and baffle change 7-3-13.sldasm
Image: C:\CMS_AI\datasets\cms_molds\label_queue\images\8418 2 cavity funnel with water and baffle change 7-3-13.sldasm_FULL_RIGHT.jpg
ViewType: right
PartCount: 397

Detected key roles:
TCP index: 99
BCP index: 103
ID Holder index: 66
OD Holder index: 98
ID Pot index: 48
OD Pot index: 72

Parts:
Index | Use | Class | Confidence | T | W | L | CenterX | CenterY | CenterZ | Component
15 | 0 | bushing | 0.500 | 0.375 | 0.375 | 1.125 | 3.875 | 8.500 | -17.148 | SL75X300-2-1/Hexagon_socket_head_cap_screw_ANSI_ASME_B18.3_PROFSP006BF8H2-4
16 | 0 | bushing | 0.500 | 0.375 | 0.375 | 1.125 | 6.125 | 8.500 | -17.148 | SL75X300-2-1/Hexagon_socket_head_cap_screw_ANSI_ASME_B18.3_PROFSP006BF8H2-2
17 | 0 | bushing | 0.500 | 0.590 | 0.620 | 1.494 | -1.187 | 8.961 | -12.750 | Cavity Core Assembly(Left)-1/SLK-25-1-1/SLK-25_plunger-1
18 | 0 | bushing | 0.500 | 0.226 | 0.226 | 0.750 | -0.637 | 9.132 | -12.750 | Cavity Core Assembly(Left)-1/SLK-25-1-1/6_32_screw-1
19 | 0 | bushing | 0.500 | 0.226 | 0.226 | 0.750 | -1.737 | 9.132 | -12.750 | Cavity Core Assembly(Left)-1/SLK-25-1-1/6_32_screw-2
20 | 0 | bushing | 0.500 | 1.000 | 1.000 | 1.571 | 0.000 | 21.100 | -5.000 | Cavity Core Assembly(Left)-1/Core Pin A-1
21 | 0 | insert | 0.700 | 4.250 | 6.000 | 13.815 | 0.000 | 13.532 | -5.209 | Cavity Core Assembly(Left)-1/Core Insert A-1
22 | 0 | insert | 0.700 | 0.526 | 1.375 | 3.888 | 0.000 | 8.569 | -8.264 | Cavity Core Assembly(Left)-1/Core Insert B-1
23 | 0 | insert | 0.700 | 1.688 | 1.875 | 2.750 | 0.000 | 20.510 | -4.906 | Cavity Core Assembly(Left)-1/Cavity Insert-1
24 | 0 | hardware_other | 0.250 | 3.750 | 4.001 | 4.500 | 0.000 | 10.754 | -13.625 | Cavity Core Assembly(Left)-1/Slide-1
25 | 0 | hardware_other | 0.250 | 1.600 | 4.000 | 4.000 | 0.000 | 10.755 | -11.050 | Cavity Core Assembly(Left)-1/Slide Face-1
26 | 0 | bushing | 0.500 | 2.100 | 2.250 | 4.502 | 0.000 | 11.225 | -9.499 | Cavity Core Assembly(Left)-1/Core Pin B-1
27 | 0 | hardware_other | 0.250 | 4.422 | 4.831 | 10.870 | 0.009 | 15.004 | -6.068 | Cavity Core Assembly(Left)-1/f-15-model3-1
28 | 0 | hardware_other | 0.250 | 0.370 | 4.500 | 6.500 | 0.000 | 8.570 | -13.500 | Cavity Core Assembly(Left)-1/Wear Plate-1
29 | 0 | hardware_other | 0.250 | 3.875 | 4.500 | 6.250 | 0.000 | 12.255 | -13.375 | Cavity Core Assembly(Left)-1/Wedge-1
30 | 0 | hardware_other | 0.250 | 1.250 | 3.000 | 6.500 | 2.625 | 9.885 | -13.500 | Cavity Core Assembly(Left)-1/Gib A-1
31 | 0 | hardware_other | 0.250 | 1.250 | 3.000 | 6.500 | -2.625 | 9.885 | -13.500 | Cavity Core Assembly(Left)-1/Gib B-1
32 | 0 | leader_pin | 0.550 | 1.125 | 1.125 | 6.100 | 0.000 | 11.578 | -13.553 | Cavity Core Assembly(Left)-1/APD_0807-1
33 | 0 | leader_pin | 0.550 | 0.839 | 0.839 | 7.000 | -1.625 | 18.385 | -7.000 | Cavity Core Assembly(Left)-1/SB50 Straight Baffle A(8_ long)-1
34 | 0 | leader_pin | 0.550 | 0.839 | 0.839 | 7.000 | 1.625 | 18.385 | -7.000 | Cavity Core Assembly(Left)-1/SB50 Straight Baffle A(8_ long)-2
35 | 0 | leader_pin | 0.550 | 0.839 | 0.839 | 8.500 | -1.625 | 17.635 | -3.750 | Cavity Core Assembly(Left)-1/SB50 Straight Baffle B(16_ long)-1
36 | 0 | stripper_plate | 0.850 | 0.509 | 2.636 | 3.511 | 1.557 | 9.750 | -5.255 | Cavity Core Assembly(Left)-1/Stripper Plate A-1
37 | 0 | stripper_plate | 0.850 | 0.509 | 2.636 | 3.511 | -1.557 | 9.750 | -5.255 | Cavity Core Assembly(Left)-1/Stripper Plate B-1
38 | 0 | leader_pin | 0.550 | 0.839 | 0.839 | 8.500 | 1.625 | 17.635 | -3.750 | Cavity Core Assembly(Left)-1/SB50 Straight Baffle B(16_ long)-2
39 | 0 | leader_pin | 0.550 | 0.674 | 0.674 | 12.940 | 0.000 | 13.095 | -5.000 | Cavity Core Assembly(Left)-1/SB37 Straight Baffle B(12_ long)-1
40 | 0 | leader_pin | 0.550 | 0.674 | 0.674 | 5.500 | 0.875 | 9.375 | -5.813 | Cavity Core Assembly(Left)-1/SB37 Straight Baffle C(6_ long)-2
41 | 0 | hardware_other | 0.250 | 0.798 | 1.132 | 1.197 | 0.875 | 8.351 | -16.000 | Cavity Core Assembly(Left)-1/PCS-SmartLock-291-1
42 | 0 | leader_pin | 0.550 | 0.674 | 0.674 | 5.500 | -0.875 | 9.375 | -5.813 | Cavity Core Assembly(Left)-1/SB37 Straight Baffle C(6_ long)-1
43 | 0 | hardware_other | 0.250 | 0.307 | 0.307 | 0.313 | 1.250 | 8.591 | -16.000 | Cavity Core Assembly(Left)-1/FHCS(#6-32 x .313)-1
44 | 0 | hardware_other | 0.250 | 0.307 | 0.307 | 0.313 | 0.500 | 8.591 | -16.000 | Cavity Core Assembly(Left)-1/FHCS(#6-32 x .313)-2
45 | 0 | hardware_other | 0.250 | 0.307 | 0.307 | 0.313 | 0.875 | 8.916 | -14.948 | Cavity Core Assembly(Left)-1/FHCS(#6-32 x .313)-3
46 | 0 | hardware_other | 0.250 | 0.263 | 0.312 | 0.314 | 0.005 | 20.066 | -5.003 | Cavity Core Assembly(Left)-1/50785K267-1
47 | 0 | bushing | 0.500 | 0.438 | 0.438 | 0.735 | 0.875 | 9.122 | -14.593 | Cavity Core Assembly(Left)-1/PCS-Plunger-1
48 | 0 | id_pot | 0.960 | 8.500 | 8.500 | 12.007 | 0.000 | 15.882 | -6.000 | Cavity Core Assembly(Left)-1/Cavity B-1
49 | 0 | hardware_other | 0.250 | 4.534 | 9.000 | 9.500 | 0.000 | 8.892 | -5.750 | Cavity Core Assembly(Left)-1/Core B-1
50 | 0 | hardware_other | 0.250 | 0.750 | 1.974 | 3.000 | -5.000 | 9.898 | 17.365 | SL75X300-1/sl75_male-1
51 | 0 | hardware_other | 0.250 | 0.750 | 1.875 | 3.000 | -5.000 | 9.062 | 17.365 | SL75X300-1/sl75_female-1
52 | 0 | bushing | 0.500 | 0.375 | 0.375 | 1.125 | -3.875 | 8.500 | 17.148 | SL75X300-1/Hexagon_socket_head_cap_screw_ANSI_ASME_B18.3_PROFSP006BF8H2-4
53 | 0 | bushing | 0.500 | 0.375 | 0.375 | 1.125 | -6.125 | 10.510 | 17.148 | SL75X300-1/Hexagon_socket_head_cap_screw_ANSI_ASME_B18.3_PROFSP006BF8H2-1
54 | 0 | bushing | 0.500 | 0.375 | 0.375 | 1.125 | -3.875 | 10.510 | 17.148 | SL75X300-1/Hexagon_socket_head_cap_screw_ANSI_ASME_B18.3_PROFSP006BF8H2-2
55 | 0 | bushing | 0.500 | 0.375 | 0.375 | 1.125 | -6.125 | 8.500 | 17.148 | SL75X300-1/Hexagon_socket_head_cap_screw_ANSI_ASME_B18.3_PROFSP006BF8H2-3
56 | 0 | hardware_other | 0.250 | 0.750 | 1.974 | 3.000 | -8.553 | 9.898 | 0.000 | SL75X300-1-1/sl75_male-1
57 | 0 | bushing | 0.500 | 0.375 | 0.375 | 1.125 | -8.335 | 8.500 | 1.125 | SL75X300-1-1/Hexagon_socket_head_cap_screw_ANSI_ASME_B18.3_PROFSP006BF8H2-1
58 | 0 | hardware_other | 0.250 | 0.750 | 1.875 | 3.000 | -8.553 | 9.062 | 0.000 | SL75X300-1-1/sl75_female-1
59 | 0 | bushing | 0.500 | 0.375 | 0.375 | 1.125 | -8.335 | 10.510 | -1.125 | SL75X300-1-1/Hexagon_socket_head_cap_screw_ANSI_ASME_B18.3_PROFSP006BF8H2-4
60 | 0 | bushing | 0.500 | 0.375 | 0.375 | 1.125 | -8.335 | 10.510 | 1.125 | SL75X300-1-1/Hexagon_socket_head_cap_screw_ANSI_ASME_B18.3_PROFSP006BF8H2-3
61 | 0 | bushing | 0.500 | 0.375 | 0.375 | 1.125 | -8.335 | 8.500 | -1.125 | SL75X300-1-1/Hexagon_socket_head_cap_screw_ANSI_ASME_B18.3_PROFSP006BF8H2-2
62 | 0 | bushing | 0.500 | 0.590 | 0.620 | 1.494 | 1.188 | 8.961 | 12.750 | Cavity Core Assembly(Default)-1/SLK-25-1/SLK-25_plunger-1
63 | 0 | bushing | 0.500 | 0.226 | 0.226 | 0.750 | 1.738 | 9.132 | 12.750 | Cavity Core Assembly(Default)-1/SLK-25-1/6_32_screw-1
64 | 0 | bushing | 0.500 | 0.226 | 0.226 | 0.750 | 0.637 | 9.132 | 12.750 | Cavity Core Assembly(Default)-1/SLK-25-1/6_32_screw-2
65 | 0 | insert | 0.700 | 0.526 | 1.375 | 3.888 | 0.000 | 8.569 | 8.264 | Cavity Core Assembly(Default)-1/Core Insert B-1
66 | 0 | id_holder | 0.960 | 4.250 | 6.000 | 13.815 | 0.000 | 13.532 | 5.209 | Cavity Core Assembly(Default)-1/Core Insert A-1
67 | 0 | bushing | 0.500 | 1.000 | 1.000 | 1.571 | 0.000 | 21.100 | 5.000 | Cavity Core Assembly(Default)-1/Core Pin A-1
68 | 0 | insert | 0.700 | 1.688 | 1.875 | 2.750 | 0.000 | 20.510 | 4.906 | Cavity Core Assembly(Default)-1/Cavity Insert-1
69 | 0 | hardware_other | 0.250 | 3.750 | 4.001 | 4.500 | 0.000 | 10.754 | 13.625 | Cavity Core Assembly(Default)-1/Slide-1
70 | 0 | hardware_other | 0.250 | 1.600 | 4.000 | 4.000 | 0.000 | 10.755 | 11.050 | Cavity Core Assembly(Default)-1/Slide Face-1
71 | 0 | hardware_other | 0.250 | 4.534 | 9.000 | 9.500 | 0.000 | 8.892 | 5.750 | Cavity Core Assembly(Default)-1/Core A-1
72 | 0 | od_pot | 0.960 | 8.500 | 8.500 | 12.007 | 0.000 | 15.882 | 6.000 | Cavity Core Assembly(Default)-1/Cavity A-1
73 | 0 | hardware_other | 0.250 | 4.422 | 4.831 | 10.870 | -0.009 | 15.004 | 6.068 | Cavity Core Assembly(Default)-1/f-15-model3-1
74 | 0 | bushing | 0.500 | 2.100 | 2.250 | 4.502 | 0.000 | 11.225 | 9.499 | Cavity Core Assembly(Default)-1/Core Pin B-1
75 | 0 | hardware_other | 0.250 | 0.370 | 4.500 | 6.500 | 0.000 | 8.570 | 13.500 | Cavity Core Assembly(Default)-1/Wear Plate-1
76 | 0 | hardware_other | 0.250 | 1.250 | 3.000 | 6.500 | -2.625 | 9.885 | 13.500 | Cavity Core Assembly(Default)-1/Gib A-1
77 | 0 | hardware_other | 0.250 | 3.875 | 4.500 | 6.250 | 0.000 | 12.255 | 13.375 | Cavity Core Assembly(Default)-1/Wedge-1
78 | 0 | leader_pin | 0.550 | 0.839 | 0.839 | 7.000 | 1.625 | 18.385 | 7.000 | Cavity Core Assembly(Default)-1/SB50 Straight Baffle A(8_ long)-1
79 | 0 | leader_pin | 0.550 | 0.839 | 0.839 | 7.000 | -1.625 | 18.385 | 7.000 | Cavity Core Assembly(Default)-1/SB50 Straight Baffle A(8_ long)-2
80 | 0 | leader_pin | 0.550 | 1.125 | 1.125 | 6.100 | 0.000 | 11.578 | 13.553 | Cavity Core Assembly(Default)-1/APD_0807-1
81 | 0 | hardware_other | 0.250 | 1.250 | 3.000 | 6.500 | 2.625 | 9.885 | 13.500 | Cavity Core Assembly(Default)-1/Gib B-1
82 | 0 | stripper_plate | 0.850 | 0.509 | 2.636 | 3.511 | -1.557 | 9.750 | 5.255 | Cavity Core Assembly(Default)-1/Stripper Plate A-1
83 | 0 | leader_pin | 0.550 | 0.839 | 0.839 | 8.500 | -1.625 | 17.635 | 3.750 | Cavity Core Assembly(Default)-1/SB50 Straight Baffle B(16_ long)-1
84 | 0 | stripper_plate | 0.850 | 0.509 | 2.636 | 3.511 | 1.557 | 9.750 | 5.255 | Cavity Core Assembly(Default)-1/Stripper Plate B-1
85 | 0 | leader_pin | 0.550 | 0.674 | 0.674 | 12.940 | 0.000 | 13.095 | 5.000 | Cavity Core Assembly(Default)-1/SB37 Straight Baffle B(12_ long)-1
86 | 0 | leader_pin | 0.550 | 0.839 | 0.839 | 8.500 | 1.625 | 17.635 | 3.750 | Cavity Core Assembly(Default)-1/SB50 Straight Baffle B(16_ long)-2
87 | 0 | leader_pin | 0.550 | 0.674 | 0.674 | 5.500 | -0.875 | 9.375 | 5.813 | Cavity Core Assembly(Default)-1/SB37 Straight Baffle C(6_ long)-1
88 | 0 | leader_pin | 0.550 | 0.674 | 0.674 | 5.500 | 0.875 | 9.375 | 5.813 | Cavity Core Assembly(Default)-1/SB37 Straight Baffle C(6_ long)-2
89 | 0 | hardware_other | 0.250 | 0.798 | 1.132 | 1.197 | -0.875 | 8.351 | 16.000 | Cavity Core Assembly(Default)-1/PCS-SmartLock-291-1
90 | 0 | hardware_other | 0.250 | 0.307 | 0.307 | 0.313 | -1.250 | 8.591 | 16.000 | Cavity Core Assembly(Default)-1/FHCS(#6-32 x .313)-2
91 | 0 | hardware_other | 0.250 | 0.307 | 0.307 | 0.313 | -0.875 | 8.916 | 14.948 | Cavity Core Assembly(Default)-1/FHCS(#6-32 x .313)-3
92 | 0 | hardware_other | 0.250 | 0.263 | 0.312 | 0.314 | -0.005 | 20.066 | 5.003 | Cavity Core Assembly(Default)-1/50785K267-1
93 | 0 | hardware_other | 0.250 | 0.307 | 0.307 | 0.313 | -0.500 | 8.591 | 16.000 | Cavity Core Assembly(Default)-1/FHCS(#6-32 x .313)-1
94 | 0 | bushing | 0.500 | 0.438 | 0.438 | 0.735 | -0.875 | 9.122 | 14.593 | Cavity Core Assembly(Default)-1/PCS-Plunger-1
95 | 1 | support_plate | 0.820 | 2.375 | 17.875 | 35.500 | 0.000 | 5.437 | 0.000 | Support Plate(17-78X35-12)-1
96 | 1 | b_core_plate | 0.850 | 3.387 | 17.883 | 35.500 | -0.004 | 8.319 | 0.000 | B Plate(17-78X35-12X3-38)-1
97 | 1 | top_clamp_plate | 0.920 | 1.875 | 17.875 | 35.500 | 0.000 | 22.823 | 0.000 | Top Clamping Plate(17-78X35-12)-1
98 | 1 | a_cavity_plate | 0.960 | 11.910 | 17.875 | 35.500 | 0.000 | 15.930 | 0.000 | A Plate(17-78X35-12X5-78)-1
99 | 1 | rail | 0.960 | 1.875 | 10.000 | 35.500 | 8.000 | -0.750 | 0.000 | Rail B(45-1835)-1
100 | 1 | ejector_plate | 0.820 | 1.313 | 14.000 | 35.500 | 0.000 | -5.094 | 0.000 | Ejector Plate(EP-1835)-1
101 | 1 | pin_plate | 0.820 | 0.625 | 14.000 | 35.500 | 0.000 | -4.125 | 0.000 | Ejector Retainer(ER-1835)-1
102 | 1 | bottom_clamp_plate | 0.920 | 1.375 | 17.875 | 35.500 | 0.000 | -6.438 | 0.000 | Bottom Clamp Plate(45-1835)-1
103 | 1 | rail | 0.960 | 1.875 | 10.000 | 35.500 | -8.000 | -0.750 | 0.000 | Rail A(45-1835)-1
104 | 0 | rail | 0.550 | 0.563 | 0.650 | 3.625 | 1.250 | 11.150 | -15.793 | 352 Extension Plug A(4_ long)-1
105 | 0 | rail | 0.550 | 0.563 | 0.650 | 3.625 | -1.250 | 11.150 | -15.793 | 352 Extension Plug A(4_ long)-2
106 | 0 | rail | 0.550 | 0.563 | 0.650 | 3.625 | -1.250 | 11.150 | 15.793 | 352 Extension Plug A(4_ long)-3
107 | 0 | rail | 0.550 | 0.563 | 0.650 | 3.625 | 1.250 | 11.150 | 15.793 | 352 Extension Plug A(4_ long)-4
108 | 0 | rail | 0.550 | 0.688 | 0.794 | 4.500 | -6.593 | 9.005 | -6.875 | 353 Extension Plug C(5.5_ long)-2
109 | 0 | rail | 0.550 | 0.688 | 0.794 | 5.000 | -6.343 | 11.505 | -3.375 | 353 Extension Plug B(5.5_ long)-2
110 | 0 | rail | 0.550 | 0.688 | 0.794 | 5.000 | -6.343 | 11.505 | -5.250 | 353 Extension Plug B(5.5_ long)-1
111 | 0 | rail | 0.550 | 0.688 | 0.794 | 5.000 | -6.343 | 11.505 | 3.375 | 353 Extension Plug B(5.5_ long)-4
112 | 0 | hardware_other | 0.250 | 0.406 | 0.654 | 0.654 | 3.546 | 18.505 | -3.750 | BR37 Plug-1
113 | 0 | hardware_other | 0.250 | 0.406 | 0.654 | 0.654 | -2.625 | 11.505 | 10.046 | BR37 Plug-3
114 | 0 | rail | 0.550 | 0.688 | 0.794 | 5.000 | -6.343 | 11.505 | 5.250 | 353 Extension Plug B(5.5_ long)-3
115 | 0 | rail | 0.550 | 0.688 | 0.794 | 4.500 | -6.593 | 9.005 | 6.875 | 353 Extension Plug C(5.5_ long)-3
116 | 0 | rail | 0.550 | 0.688 | 0.794 | 5.500 | -6.093 | 18.505 | 7.000 | 353 Extension Plug A(5.5_ long)-1
117 | 0 | rail | 0.550 | 0.688 | 0.794 | 5.500 | -6.093 | 18.505 | -3.750 | 353 Extension Plug A(5.5_ long)-3
118 | 0 | rail | 0.550 | 0.688 | 0.794 | 5.500 | -6.093 | 18.505 | -7.000 | 353 Extension Plug A(5.5_ long)-4
119 | 0 | rail | 0.550 | 0.688 | 0.794 | 5.500 | -6.093 | 18.505 | 3.750 | 353 Extension Plug A(5.5_ long)-2
120 | 0 | rail | 0.550 | 0.688 | 0.794 | 4.500 | -6.593 | 9.005 | 2.500 | 353 Extension Plug C(5.5_ long)-1
121 | 0 | rail | 0.550 | 0.688 | 0.794 | 4.500 | -6.593 | 9.005 | -2.500 | 353 Extension Plug C(5.5_ long)-4
122 | 0 | hardware_other | 0.250 | 0.406 | 0.654 | 0.654 | 2.625 | 10.209 | 8.625 | BR37 Plug-2
123 | 0 | hardware_other | 0.250 | 0.406 | 0.519 | 0.519 | -1.809 | 11.150 | 12.500 | BR25 Plug-1
124 | 0 | leader_pin | 0.550 | 0.674 | 0.674 | 9.500 | 1.000 | 17.135 | -1.125 | SB37 Straight Baffle A(12_ long)-1
125 | 0 | hardware_other | 0.250 | 0.090 | 0.750 | 4.490 | 0.000 | 11.150 | 10.505 | Water Blade-2
126 | 0 | hardware_other | 0.250 | 0.406 | 0.519 | 0.519 | 1.809 | 11.150 | 12.500 | BR25 Plug-4
127 | 0 | hardware_other | 0.250 | 0.562 | 0.649 | 1.391 | 8.113 | 20.010 | 1.125 | 352-1
128 | 0 | hardware_other | 0.250 | 0.406 | 0.519 | 0.519 | -1.809 | 11.150 | -12.500 | BR25 Plug-3
129 | 0 | hardware_other | 0.250 | 0.562 | 0.649 | 1.391 | -8.113 | 20.010 | -1.125 | 352-3
130 | 0 | hardware_other | 0.250 | 0.562 | 0.649 | 1.391 | 8.113 | 20.010 | -1.125 | 352-4
131 | 0 | hardware_other | 0.250 | 0.406 | 0.519 | 0.519 | 1.809 | 11.150 | -12.500 | BR25 Plug-2
132 | 0 | hardware_other | 0.250 | 0.090 | 0.750 | 4.490 | 0.000 | 11.150 | -10.505 | Water Blade-1
133 | 0 | hardware_other | 0.250 | 0.562 | 0.649 | 1.391 | -8.113 | 20.010 | 1.125 | 352-2
134 | 0 | leader_pin | 0.550 | 0.375 | 0.375 | 15.544 | 1.100 | 3.334 | -7.563 | Ejector Pin A(EX-13 .188)-2
135 | 0 | rail | 0.550 | 0.563 | 0.650 | 6.250 | 5.730 | 8.188 | 5.000 | 352 Extension Plug B(7_ long)-2
136 | 0 | rail | 0.550 | 0.563 | 0.650 | 6.250 | -5.730 | 7.312 | -5.813 | 352 Extension Plug B(7_ long)-6
137 | 0 | rail | 0.550 | 0.563 | 0.650 | 6.250 | 5.730 | 7.312 | 5.813 | 352 Extension Plug B(7_ long)-5
138 | 0 | leader_pin | 0.550 | 0.375 | 0.375 | 15.544 | -1.100 | 3.334 | 7.563 | Ejector Pin A(EX-13 .188)-3
139 | 0 | rail | 0.550 | 0.563 | 0.650 | 6.250 | -5.730 | 8.188 | -5.000 | 352 Extension Plug B(7_ long)-3
140 | 0 | leader_pin | 0.550 | 0.674 | 0.674 | 9.500 | -1.000 | 17.135 | 1.125 | SB37 Straight Baffle A(12_ long)-3
141 | 0 | rail | 0.550 | 0.563 | 0.650 | 6.250 | 5.731 | 7.312 | -5.812 | 352 Extension Plug B(7_ long)-4
142 | 0 | rail | 0.550 | 0.563 | 0.650 | 6.250 | 5.731 | 8.188 | -5.000 | 352 Extension Plug B(7_ long)-7
143 | 0 | leader_pin | 0.550 | 0.674 | 0.674 | 9.500 | -1.000 | 17.135 | -1.125 | SB37 Straight Baffle A(12_ long)-2
144 | 0 | rail | 0.550 | 0.563 | 0.650 | 6.250 | -5.731 | 8.188 | 5.000 | 352 Extension Plug B(7_ long)-1
145 | 0 | rail | 0.550 | 0.563 | 0.650 | 6.250 | -5.731 | 7.312 | 5.813 | 352 Extension Plug B(7_ long)-8
146 | 0 | leader_pin | 0.550 | 0.674 | 0.674 | 9.500 | 1.000 | 17.135 | 1.125 | SB37 Straight Baffle A(12_ long)-4
147 | 0 | leader_pin | 0.550 | 0.375 | 0.375 | 15.544 | -1.100 | 3.334 | -7.563 | Ejector Pin A(EX-13 .188)-1
148 | 0 | leader_pin | 0.550 | 0.375 | 0.375 | 15.544 | 1.100 | 3.334 | 7.563 | Ejector Pin A(EX-13 .188)-4
149 | 0 | leader_pin | 0.550 | 0.625 | 0.625 | 13.993 | 2.500 | 2.559 | -6.500 | Ejector Pin B(EX-25 .375)-2
150 | 0 | leader_pin | 0.550 | 0.625 | 0.625 | 13.993 | -1.500 | 2.559 | 4.000 | Ejector Pin B(EX-25 .375)-3
151 | 0 | leader_pin | 0.550 | 0.625 | 0.625 | 13.993 | -1.500 | 2.559 | -4.000 | Ejector Pin B(EX-25 .375)-1
152 | 0 | leader_pin | 0.550 | 0.625 | 0.625 | 13.993 | 1.500 | 2.559 | 4.000 | Ejector Pin B(EX-25 .375)-4
153 | 0 | leader_pin | 0.550 | 0.625 | 0.625 | 13.993 | 2.500 | 2.559 | 6.500 | Ejector Pin B(EX-25 .375)-5
154 | 0 | hardware_other | 0.250 | 0.406 | 0.654 | 0.654 | 3.546 | 18.505 | 3.750 | BR37 Plug-25
155 | 0 | hardware_other | 0.250 | 0.406 | 0.654 | 0.654 | 3.625 | 9.005 | 10.046 | BR37 Plug-28
156 | 0 | hardware_other | 0.250 | 0.406 | 0.654 | 0.654 | -3.625 | 9.005 | -10.046 | BR37 Plug-11
157 | 0 | hardware_other | 0.250 | 0.406 | 0.654 | 0.654 | -4.546 | 9.005 | 9.250 | BR37 Plug-15
158 | 0 | hardware_other | 0.250 | 0.406 | 0.654 | 0.654 | -4.046 | 13.005 | 8.625 | BR37 Plug-18
159 | 0 | hardware_other | 0.250 | 0.406 | 0.654 | 0.654 | 4.546 | 9.005 | 2.500 | BR37 Plug-22
160 | 0 | hardware_other | 0.250 | 0.406 | 0.654 | 0.654 | 2.625 | 11.505 | -10.046 | BR37 Plug-6
161 | 0 | hardware_other | 0.250 | 0.406 | 0.654 | 0.654 | 4.546 | 9.005 | -2.500 | BR37 Plug-14
162 | 0 | hardware_other | 0.250 | 0.406 | 0.654 | 0.654 | 4.546 | 9.005 | 9.250 | BR37 Plug-10
163 | 0 | hardware_other | 0.250 | 0.406 | 0.654 | 0.654 | 3.546 | 18.505 | 7.000 | BR37 Plug-12
164 | 0 | hardware_other | 0.250 | 0.406 | 0.654 | 0.654 | -3.546 | 18.505 | -7.000 | BR37 Plug-7
165 | 0 | hardware_other | 0.250 | 0.406 | 0.654 | 0.654 | -4.546 | 9.005 | -9.250 | BR37 Plug-13
166 | 0 | hardware_other | 0.250 | 0.406 | 0.654 | 0.654 | 2.625 | 10.209 | -8.625 | BR37 Plug-17
167 | 0 | hardware_other | 0.250 | 0.406 | 0.654 | 0.654 | 4.046 | 13.005 | 8.625 | BR37 Plug-16
168 | 0 | hardware_other | 0.250 | 0.406 | 0.654 | 0.654 | 3.625 | 9.005 | -10.046 | BR37 Plug-19
169 | 0 | hardware_other | 0.250 | 0.406 | 0.654 | 0.654 | 4.046 | 13.005 | -8.625 | BR37 Plug-4
