CMS AI FULL ASSEMBLY VIEW NOTES
================================
Job: Dynacast-2223488-C18595.sldasm
Image: C:\CMS_AI\datasets\cms_molds\label_queue\images\Dynacast-2223488-C18595.sldasm_FULL_BACK_ISO.jpg
ViewType: backiso
PartCount: 182

Detected key roles:
TCP index: 41
BCP index: 42
ID Holder index: 0
OD Holder index: 0
ID Pot index: 0
OD Pot index: 0

Parts:
Index | Use | Class | Confidence | T | W | L | CenterX | CenterY | CenterZ | Component
38 | 1 | bushing | 0.500 | 2.677 | 2.677 | 4.875 | -15.250 | -10.250 | -2.439 | LBB_2ID-X-4_7-8_DME-2
39 | 1 | bushing | 0.500 | 2.677 | 2.677 | 4.875 | 15.250 | 10.250 | -2.439 | LBB_2ID-X-4_7-8_DME-3
40 | 1 | bushing | 0.500 | 2.677 | 2.677 | 4.875 | 15.250 | -10.250 | -2.439 | LBB_2ID-X-4_7-8_DME-4
41 | 1 | bottom_clamp_plate | 0.920 | 1.375 | 25.000 | 35.000 | 0.000 | 0.000 | -10.065 | 2223488_CLAMP-PLATE-1
42 | 1 | top_clamp_plate | 0.920 | 4.875 | 25.000 | 35.000 | 0.000 | 0.000 | -2.439 | 2223488_B-PLATE-1
43 | 0 | hardware_other | 0.250 | 0.188 | 1.000 | 1.000 | -11.000 | -5.000 | -9.283 | TLP75-14
44 | 0 | hardware_other | 0.250 | 0.188 | 1.000 | 1.000 | -6.000 | 5.000 | -9.283 | TLP75-17
45 | 0 | hardware_other | 0.250 | 0.188 | 1.000 | 1.000 | -4.500 | 0.000 | -9.283 | TLP75-20
46 | 0 | hardware_other | 0.250 | 0.188 | 1.000 | 1.000 | -14.250 | 0.000 | -9.283 | TLP75-21
47 | 0 | hardware_other | 0.250 | 0.188 | 1.000 | 1.000 | 14.250 | 0.000 | -9.283 | TLP75-6
48 | 0 | hardware_other | 0.250 | 0.188 | 1.000 | 1.000 | 0.000 | 0.000 | -9.283 | TLP75-3
49 | 0 | hardware_other | 0.250 | 0.188 | 1.000 | 1.000 | -14.375 | -4.500 | -9.283 | TLP75-10
50 | 0 | hardware_other | 0.250 | 0.188 | 1.000 | 1.000 | -14.250 | 4.500 | -9.283 | TLP75-8
51 | 0 | hardware_other | 0.250 | 0.188 | 1.000 | 1.000 | -6.000 | -5.000 | -9.283 | TLP75-7
52 | 0 | hardware_other | 0.250 | 0.188 | 1.000 | 1.000 | 2.000 | -5.000 | -9.283 | TLP75-15
53 | 0 | hardware_other | 0.250 | 0.188 | 1.000 | 1.000 | 14.375 | -4.500 | -9.283 | TLP75-19
54 | 0 | hardware_other | 0.250 | 0.188 | 1.000 | 1.000 | 14.375 | 4.500 | -9.283 | TLP75-4
55 | 0 | hardware_other | 0.250 | 0.188 | 1.000 | 1.000 | -11.000 | 5.000 | -9.283 | TLP75-9
56 | 0 | hardware_other | 0.250 | 0.188 | 1.000 | 1.000 | -2.000 | -5.000 | -9.283 | TLP75-12
57 | 0 | hardware_other | 0.250 | 0.188 | 1.000 | 1.000 | 6.000 | -5.000 | -9.283 | TLP75-11
58 | 0 | hardware_other | 0.250 | 0.188 | 1.000 | 1.000 | 6.000 | 5.000 | -9.283 | TLP75-5
59 | 0 | hardware_other | 0.250 | 0.188 | 1.000 | 1.000 | 11.000 | 5.000 | -9.283 | TLP75-13
60 | 0 | hardware_other | 0.250 | 0.188 | 1.000 | 1.000 | 2.000 | 5.000 | -9.283 | TLP75-2
61 | 0 | hardware_other | 0.250 | 0.188 | 1.000 | 1.000 | 4.500 | 0.000 | -9.283 | TLP75-1
62 | 0 | hardware_other | 0.250 | 0.188 | 1.000 | 1.000 | 11.000 | -5.000 | -9.283 | TLP75-16
63 | 0 | hardware_other | 0.250 | 0.188 | 1.000 | 1.000 | -2.000 | 5.000 | -9.283 | TLP75-18
64 | 1 | rail | 0.880 | 2.240 | 2.240 | 6.750 | 15.250 | -10.250 | 1.002 | LDR-PIN_2OD-X-6-3-4_PCS-2
65 | 1 | rail | 0.880 | 2.240 | 2.240 | 6.750 | -15.250 | -10.250 | 1.002 | LDR-PIN_2OD-X-6-3-4_PCS-4
66 | 0 | hardware_other | 0.250 | 1.125 | 16.000 | 30.000 | 0.000 | 0.000 | -8.627 | 2223488_EJ-BACKUP-PLATE-1
67 | 1 | rail | 0.880 | 2.240 | 2.240 | 6.750 | -15.000 | 10.250 | 1.002 | LDR-PIN_2OD-X-6-3-4_PCS-3
68 | 0 | hardware_other | 0.250 | 0.625 | 16.000 | 30.000 | 0.000 | 0.000 | -7.752 | 2223488_EJ-RET-PLATE_2-1
69 | 1 | rail | 0.880 | 2.240 | 2.240 | 6.750 | 15.250 | 10.250 | 1.002 | LDR-PIN_2OD-X-6-3-4_PCS-1
70 | 1 | bushing | 0.500 | 3.000 | 3.000 | 4.500 | -2.500 | 2.125 | -7.127 | PILLAR_D3-X-4-5_T_PCS-3
71 | 1 | bushing | 0.500 | 3.000 | 3.000 | 4.500 | 2.500 | 2.125 | -7.127 | PILLAR_D3-X-4-5_T_PCS-7
72 | 1 | bushing | 0.500 | 3.000 | 3.000 | 4.500 | -2.500 | -2.125 | -7.127 | PILLAR_D3-X-4-5_T_PCS-4
73 | 1 | bushing | 0.500 | 3.000 | 3.000 | 4.500 | 12.000 | 0.000 | -7.127 | PILLAR_D3-X-4-5_T_PCS-5
74 | 1 | rail | 0.880 | 4.375 | 4.500 | 35.000 | 0.000 | 10.313 | -7.127 | 2223488_RAIL-TOP-1
75 | 1 | rail | 0.880 | 0.500 | 1.500 | 4.500 | -17.750 | 7.000 | -0.750 | 2223488_TIE-STRAP-1
76 | 1 | bushing | 0.500 | 3.000 | 3.000 | 4.500 | -12.000 | 0.000 | -7.127 | PILLAR_D3-X-4-5_T_PCS-1
77 | 1 | bushing | 0.500 | 3.000 | 3.000 | 4.500 | -6.750 | 0.000 | -7.127 | PILLAR_D3-X-4-5_T_PCS-2
78 | 1 | bushing | 0.500 | 3.000 | 3.000 | 4.500 | 6.750 | 0.000 | -7.127 | PILLAR_D3-X-4-5_T_PCS-6
79 | 1 | bushing | 0.500 | 3.000 | 3.000 | 4.500 | 2.500 | -2.125 | -7.127 | PILLAR_D3-X-4-5_T_PCS-8
80 | 1 | rail | 0.880 | 0.938 | 0.938 | 7.125 | -3.000 | -10.313 | -7.127 | UNC-SHCS-5-8-X-6500-1
81 | 1 | rail | 0.880 | 0.750 | 0.750 | 2.500 | 7.000 | 10.313 | -9.439 | UNC-SHCS-1-2-X-2000-3
82 | 1 | rail | 0.880 | 0.938 | 0.938 | 7.125 | 3.000 | 10.313 | -7.127 | UNC-SHCS-5-8-X-6500-3
83 | 1 | rail | 0.880 | 0.750 | 0.750 | 2.500 | -7.000 | -10.313 | -9.439 | UNC-SHCS-1-2-X-2000-2
84 | 1 | rail | 0.880 | 0.750 | 0.750 | 2.500 | 7.000 | -10.313 | -9.439 | UNC-SHCS-1-2-X-2000-4
85 | 1 | rail | 0.880 | 0.938 | 0.938 | 7.625 | -12.000 | -10.313 | -6.877 | UNC-SHCS-5-8-X-7000-1
86 | 1 | rail | 0.880 | 0.938 | 0.938 | 7.125 | 3.000 | -10.313 | -7.127 | UNC-SHCS-5-8-X-6500-4
87 | 1 | rail | 0.880 | 0.938 | 0.938 | 7.625 | 12.000 | -10.313 | -6.877 | UNC-SHCS-5-8-X-7000-2
88 | 1 | rail | 0.880 | 0.938 | 0.938 | 7.625 | -12.000 | 10.313 | -6.877 | UNC-SHCS-5-8-X-7000-3
89 | 1 | rail | 0.880 | 0.938 | 0.938 | 7.625 | 12.000 | 10.313 | -6.877 | UNC-SHCS-5-8-X-7000-4
90 | 1 | rail | 0.880 | 0.938 | 0.938 | 7.125 | -3.000 | 10.313 | -7.127 | UNC-SHCS-5-8-X-6500-2
91 | 1 | rail | 0.880 | 0.750 | 0.750 | 2.500 | -7.000 | 10.313 | -9.439 | UNC-SHCS-1-2-X-2000-1
92 | 1 | rail | 0.880 | 1.240 | 1.240 | 6.250 | -12.500 | -7.250 | -7.611 | EJ_LDR_PIN_D-1-X-6-25_PCS-4
93 | 1 | rail | 0.880 | 1.000 | 1.000 | 8.065 | 14.375 | 4.500 | -4.032 | 2223488_RETURN-PIN-3
94 | 0 | hardware_other | 0.250 | 1.552 | 1.552 | 1.750 | -12.500 | -7.250 | -8.309 | GEB_1ID-X-1-3-8OD_DME-3
95 | 1 | rail | 0.880 | 1.240 | 1.240 | 6.250 | -12.500 | 7.250 | -7.611 | EJ_LDR_PIN_D-1-X-6-25_PCS-1
96 | 1 | rail | 0.880 | 1.240 | 1.240 | 6.250 | 12.500 | -7.250 | -7.611 | EJ_LDR_PIN_D-1-X-6-25_PCS-2
97 | 0 | hardware_other | 0.250 | 1.552 | 1.552 | 1.750 | 12.500 | 7.250 | -8.309 | GEB_1ID-X-1-3-8OD_DME-2
98 | 1 | rail | 0.880 | 1.000 | 1.000 | 8.065 | -14.375 | -4.500 | -4.032 | 2223488_RETURN-PIN-4
99 | 0 | hardware_other | 0.250 | 1.552 | 1.552 | 1.750 | 12.500 | -7.250 | -8.309 | GEB_1ID-X-1-3-8OD_DME-4
100 | 1 | rail | 0.880 | 1.240 | 1.240 | 6.250 | 12.500 | 7.250 | -7.611 | EJ_LDR_PIN_D-1-X-6-25_PCS-3
101 | 1 | rail | 0.880 | 1.000 | 1.000 | 8.065 | 14.375 | -4.500 | -4.032 | 2223488_RETURN-PIN-2
102 | 0 | hardware_other | 0.250 | 1.552 | 1.552 | 1.750 | -12.500 | 7.250 | -8.309 | GEB_1ID-X-1-3-8OD_DME-1
103 | 1 | rail | 0.880 | 1.000 | 1.000 | 8.065 | -14.250 | 4.500 | -4.032 | 2223488_RETURN-PIN-1
104 | 1 | rail | 0.880 | 4.000 | 4.500 | 35.000 | 0.000 | -10.500 | -7.127 | 2223488_RAIL-BOTTOM-1
105 | 0 | hardware_other | 0.250 | 0.480 | 0.480 | 0.500 | 14.250 | 0.000 | -9.486 | UNC-FHCS-1-4-X-0500-15
106 | 1 | rail | 0.880 | 0.562 | 0.562 | 1.875 | -4.500 | 6.250 | -9.752 | UNF-SHCS-3-8-X-1500-13
107 | 0 | hardware_other | 0.250 | 0.480 | 0.480 | 0.500 | 2.000 | -5.000 | -9.486 | UNC-FHCS-1-4-X-0500-10
108 | 0 | hardware_other | 0.250 | 0.480 | 0.480 | 0.500 | -6.000 | 5.000 | -9.486 | UNC-FHCS-1-4-X-0500-6
109 | 0 | hardware_other | 0.250 | 0.480 | 0.480 | 0.500 | 4.500 | 0.000 | -9.486 | UNC-FHCS-1-4-X-0500-8
110 | 0 | hardware_other | 0.250 | 0.480 | 0.480 | 0.500 | -11.000 | 5.000 | -9.486 | UNC-FHCS-1-4-X-0500-12
111 | 0 | hardware_other | 0.250 | 0.480 | 0.480 | 0.500 | -14.250 | 0.000 | -9.486 | UNC-FHCS-1-4-X-0500-13
112 | 0 | hardware_other | 0.250 | 0.480 | 0.480 | 0.500 | 6.000 | 5.000 | -9.486 | UNC-FHCS-1-4-X-0500-14
113 | 0 | hardware_other | 0.250 | 0.480 | 0.480 | 0.500 | 2.000 | 5.000 | -9.486 | UNC-FHCS-1-4-X-0500-2
114 | 1 | rail | 0.880 | 0.562 | 0.562 | 1.875 | -12.750 | -3.250 | -9.752 | UNF-SHCS-3-8-X-1500-14
115 | 0 | hardware_other | 0.250 | 0.480 | 0.480 | 0.500 | -4.500 | 0.000 | -9.486 | UNC-FHCS-1-4-X-0500-3
116 | 0 | hardware_other | 0.250 | 0.480 | 0.480 | 0.500 | -2.000 | -5.000 | -9.486 | UNC-FHCS-1-4-X-0500-5
117 | 0 | hardware_other | 0.250 | 0.480 | 0.480 | 0.500 | -6.000 | -5.000 | -9.486 | UNC-FHCS-1-4-X-0500-7
118 | 0 | hardware_other | 0.250 | 0.480 | 0.480 | 0.500 | 11.000 | 5.000 | -9.486 | UNC-FHCS-1-4-X-0500-9
119 | 0 | hardware_other | 0.250 | 0.480 | 0.480 | 0.500 | -2.000 | 5.000 | -9.486 | UNC-FHCS-1-4-X-0500-4
120 | 0 | hardware_other | 0.250 | 0.480 | 0.480 | 0.500 | 6.000 | -5.000 | -9.486 | UNC-FHCS-1-4-X-0500-16
121 | 0 | hardware_other | 0.250 | 0.480 | 0.480 | 0.500 | 11.000 | -5.000 | -9.486 | UNC-FHCS-1-4-X-0500-1
122 | 0 | hardware_other | 0.250 | 0.480 | 0.480 | 0.500 | -11.000 | -5.000 | -9.486 | UNC-FHCS-1-4-X-0500-11
123 | 0 | hardware_other | 0.250 | 0.480 | 0.480 | 0.500 | 0.000 | 0.000 | -9.486 | UNC-FHCS-1-4-X-0500-17
124 | 1 | rail | 0.880 | 0.750 | 0.781 | 2.000 | -6.890 | 10.000 | 4.377 | ELGIN_TOSHIBA-350T-KEY-1
125 | 1 | rail | 0.880 | 0.875 | 1.010 | 2.422 | 6.299 | -6.693 | -9.531 | PH62L15-1
126 | 1 | rail | 0.880 | 0.875 | 1.010 | 2.422 | -6.299 | -6.693 | -9.531 | PH62L15-2
127 | 1 | rail | 0.880 | 0.875 | 1.010 | 2.422 | 3.543 | 4.331 | -9.531 | PH62L15-3
128 | 1 | rail | 0.880 | 0.875 | 1.010 | 2.422 | -6.299 | 6.693 | -9.531 | PH62L15-4
129 | 1 | rail | 0.880 | 0.875 | 1.010 | 2.422 | 6.299 | 6.693 | -9.531 | PH62L15-5
130 | 1 | rail | 0.880 | 0.875 | 1.010 | 2.422 | 3.543 | -4.331 | -9.531 | PH62L15-6
131 | 1 | rail | 0.880 | 0.875 | 1.010 | 2.422 | -3.543 | -4.331 | -9.531 | PH62L15-7
132 | 1 | rail | 0.880 | 0.875 | 1.010 | 2.422 | -3.543 | 4.331 | -9.531 | PH62L15-8
133 | 1 | rail | 0.880 | 0.562 | 0.562 | 1.625 | 9.500 | -7.500 | -8.315 | UNF-SHCS-3-8-X-1250-1
134 | 1 | rail | 0.880 | 0.562 | 0.562 | 1.625 | -5.500 | -2.500 | -8.315 | UNF-SHCS-3-8-X-1250-11
135 | 1 | rail | 0.880 | 0.562 | 0.562 | 1.625 | 9.500 | 0.000 | -8.315 | UNF-SHCS-3-8-X-1250-5
136 | 1 | rail | 0.880 | 0.562 | 0.562 | 1.625 | -9.500 | 0.000 | -8.315 | UNF-SHCS-3-8-X-1250-4
137 | 1 | rail | 0.880 | 0.562 | 0.562 | 1.625 | 5.500 | 2.500 | -8.315 | UNF-SHCS-3-8-X-1250-7
138 | 1 | rail | 0.880 | 0.562 | 0.562 | 1.625 | 3.000 | -7.500 | -8.315 | UNF-SHCS-3-8-X-1250-9
139 | 1 | rail | 0.880 | 0.562 | 0.562 | 1.625 | -9.500 | 7.500 | -8.315 | UNF-SHCS-3-8-X-1250-2
140 | 1 | rail | 0.880 | 0.562 | 0.562 | 1.625 | -14.500 | 2.500 | -8.315 | UNF-SHCS-3-8-X-1250-13
141 | 1 | rail | 0.880 | 0.562 | 0.562 | 1.625 | 14.500 | -2.500 | -8.315 | UNF-SHCS-3-8-X-1250-3
142 | 1 | rail | 0.880 | 0.562 | 0.562 | 1.625 | 0.000 | -2.500 | -8.315 | UNF-SHCS-3-8-X-1250-10
143 | 1 | rail | 0.880 | 0.562 | 0.562 | 1.625 | -9.500 | -7.500 | -8.315 | UNF-SHCS-3-8-X-1250-8
144 | 1 | rail | 0.880 | 0.562 | 0.562 | 1.625 | 9.500 | 7.500 | -8.315 | UNF-SHCS-3-8-X-1250-12
145 | 1 | rail | 0.880 | 0.562 | 0.562 | 1.625 | -5.500 | 2.500 | -8.315 | UNF-SHCS-3-8-X-1250-14
146 | 1 | rail | 0.880 | 0.562 | 0.562 | 1.625 | -3.000 | 7.500 | -8.315 | UNF-SHCS-3-8-X-1250-15
147 | 1 | rail | 0.880 | 0.562 | 0.562 | 1.625 | 0.000 | 2.500 | -8.315 | UNF-SHCS-3-8-X-1250-16
148 | 1 | rail | 0.880 | 0.562 | 0.562 | 1.625 | 14.500 | 2.500 | -8.315 | UNF-SHCS-3-8-X-1250-18
149 | 1 | rail | 0.880 | 0.562 | 0.562 | 1.625 | -14.500 | -2.500 | -8.315 | UNF-SHCS-3-8-X-1250-6
150 | 1 | rail | 0.880 | 0.562 | 0.562 | 1.625 | 3.000 | 7.500 | -8.315 | UNF-SHCS-3-8-X-1250-19
151 | 1 | rail | 0.880 | 0.562 | 0.562 | 1.625 | -3.000 | -7.500 | -8.315 | UNF-SHCS-3-8-X-1250-20
152 | 1 | rail | 0.880 | 0.562 | 0.562 | 1.625 | 5.500 | -2.500 | -8.315 | UNF-SHCS-3-8-X-1250-17
153 | 1 | rail | 0.880 | 0.938 | 0.938 | 2.125 | 6.750 | 0.000 | -9.627 | UNC-SHCS-5-8-X-1500-4
154 | 1 | rail | 0.880 | 0.938 | 0.938 | 2.125 | -6.750 | 0.000 | -9.627 | UNC-SHCS-5-8-X-1500-3
155 | 1 | rail | 0.880 | 2.000 | 2.000 | 4.500 | -4.500 | -6.250 | -7.127 | PILLAR_D2-X-4-5_T_PCS-10
156 | 1 | rail | 0.880 | 2.000 | 2.000 | 4.500 | -8.750 | 4.500 | -7.127 | PILLAR_D2-X-4-5_T_PCS-8
157 | 1 | rail | 0.880 | 2.000 | 2.000 | 4.500 | 12.750 | 3.250 | -7.127 | PILLAR_D2-X-4-5_T_PCS-9
158 | 1 | rail | 0.880 | 2.000 | 2.000 | 4.500 | 12.750 | -3.250 | -7.127 | PILLAR_D2-X-4-5_T_PCS-11
159 | 1 | rail | 0.880 | 0.562 | 0.562 | 1.875 | 4.500 | 6.250 | -9.752 | UNF-SHCS-3-8-X-1500-4
160 | 1 | rail | 0.880 | 2.000 | 2.000 | 4.500 | 4.500 | 6.250 | -7.127 | PILLAR_D2-X-4-5_T_PCS-3
161 | 1 | rail | 0.880 | 0.938 | 0.938 | 2.125 | 12.000 | 0.000 | -9.627 | UNC-SHCS-5-8-X-1500-1
162 | 1 | rail | 0.880 | 0.562 | 0.562 | 1.875 | 12.750 | -3.250 | -9.752 | UNF-SHCS-3-8-X-1500-9
163 | 1 | rail | 0.880 | 0.938 | 0.938 | 2.125 | -12.000 | 0.000 | -9.627 | UNC-SHCS-5-8-X-1500-2
164 | 1 | rail | 0.880 | 2.000 | 2.000 | 4.500 | 8.750 | 4.500 | -7.127 | PILLAR_D2-X-4-5_T_PCS-1
165 | 1 | rail | 0.880 | 2.000 | 2.000 | 4.500 | 0.000 | -5.000 | -7.127 | PILLAR_D2-X-4-5_T_PCS-2
166 | 1 | rail | 0.880 | 2.000 | 2.000 | 4.500 | -12.750 | -3.250 | -7.127 | PILLAR_D2-X-4-5_T_PCS-4
167 | 1 | rail | 0.880 | 2.000 | 2.000 | 4.500 | -4.500 | 6.250 | -7.127 | PILLAR_D2-X-4-5_T_PCS-7
168 | 1 | rail | 0.880 | 2.000 | 2.000 | 4.500 | 0.000 | 5.000 | -7.127 | PILLAR_D2-X-4-5_T_PCS-13
169 | 1 | rail | 0.880 | 2.000 | 2.000 | 4.500 | 8.750 | -4.500 | -7.127 | PILLAR_D2-X-4-5_T_PCS-5
170 | 1 | rail | 0.880 | 2.000 | 2.000 | 4.500 | -8.750 | -4.500 | -7.127 | PILLAR_D2-X-4-5_T_PCS-6
171 | 1 | rail | 0.880 | 0.562 | 0.562 | 1.875 | 12.750 | 3.250 | -9.752 | UNF-SHCS-3-8-X-1500-2
172 | 1 | rail | 0.880 | 0.562 | 0.562 | 1.875 | 8.750 | 4.500 | -9.752 | UNF-SHCS-3-8-X-1500-1
173 | 1 | rail | 0.880 | 2.000 | 2.000 | 4.500 | -12.750 | 3.250 | -7.127 | PILLAR_D2-X-4-5_T_PCS-14
174 | 1 | rail | 0.880 | 0.562 | 0.562 | 1.875 | -8.750 | -4.500 | -9.752 | UNF-SHCS-3-8-X-1500-3
175 | 1 | rail | 0.880 | 2.000 | 2.000 | 4.500 | 4.500 | -6.250 | -7.127 | PILLAR_D2-X-4-5_T_PCS-12
176 | 1 | rail | 0.880 | 0.562 | 0.562 | 1.875 | 0.000 | 5.000 | -9.752 | UNF-SHCS-3-8-X-1500-5
177 | 1 | rail | 0.880 | 0.562 | 0.562 | 1.875 | -12.750 | 3.250 | -9.752 | UNF-SHCS-3-8-X-1500-6
178 | 1 | rail | 0.880 | 0.562 | 0.562 | 1.875 | 8.750 | -4.500 | -9.752 | UNF-SHCS-3-8-X-1500-7
179 | 1 | rail | 0.880 | 0.562 | 0.562 | 1.875 | -4.500 | -6.250 | -9.752 | UNF-SHCS-3-8-X-1500-8
180 | 1 | rail | 0.880 | 0.562 | 0.562 | 1.875 | 0.000 | -5.000 | -9.752 | UNF-SHCS-3-8-X-1500-10
181 | 1 | rail | 0.880 | 0.562 | 0.562 | 1.875 | -8.750 | 4.500 | -9.752 | UNF-SHCS-3-8-X-1500-11
182 | 1 | rail | 0.880 | 0.562 | 0.562 | 1.875 | 4.500 | -6.250 | -9.752 | UNF-SHCS-3-8-X-1500-12
