CMS AI FULL ASSEMBLY VIEW NOTES
================================
Job: t001015_asm
Image: C:\CMS_AI\datasets\cms_molds\label_queue\images\t001015_asm_FULL_FRONT.jpg
ViewType: front
PartCount: 261

Detected key roles:
TCP index: 136
BCP index: 127
ID Holder index: 0
OD Holder index: 0
ID Pot index: 115
OD Pot index: 0

Parts:
Index | Use | Class | Confidence | T | W | L | CenterX | CenterY | CenterZ | Component
32 | 1 | rail | 0.880 | 0.500 | 0.750 | 5.675 | -4.015 | 1.595 | 8.125 | T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-CB7-2
33 | 1 | rail | 0.880 | 0.750 | 1.500 | 4.250 | -2.984 | 2.250 | 8.500 | T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-GB-1
34 | 1 | leader_pin | 0.550 | 0.375 | 0.375 | 1.875 | -2.984 | 4.063 | 8.283 | T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1625-2
35 | 1 | bushing | 0.500 | 0.375 | 0.375 | 1.250 | -6.477 | 2.905 | 7.845 | T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1000-1
36 | 1 | bushing | 0.500 | 0.375 | 0.375 | 1.250 | -5.727 | 2.905 | 7.845 | T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1000-2
37 | 1 | bushing | 0.500 | 0.188 | 0.188 | 0.500 | -5.352 | 2.905 | 7.750 | T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-7-GBA_ASM-1/DOWEL_PIN_D0188_L0500-2
38 | 1 | bushing | 0.500 | 0.375 | 0.375 | 1.250 | -6.477 | 1.595 | 7.845 | T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1000-3
39 | 1 | bushing | 0.500 | 0.188 | 0.188 | 0.500 | -6.102 | 1.595 | 7.750 | T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-7-GBA_ASM-1/DOWEL_PIN_D0188_L0500-3
40 | 1 | bushing | 0.500 | 0.188 | 0.188 | 0.500 | -5.352 | 1.595 | 7.750 | T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-7-GBA_ASM-1/DOWEL_PIN_D0188_L0500-4
41 | 0 | hardware_other | 0.250 | 0.625 | 0.750 | 0.750 | -3.922 | 2.250 | 8.155 | T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-S_KIT_ASM-1/T001015_PLC75-S-01-1
42 | 1 | bushing | 0.500 | 0.375 | 0.375 | 1.250 | -10.359 | 2.400 | 7.875 | T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-S_KIT_ASM-1/UNC-SHCS-1-4-X-1000-1
43 | 1 | bushing | 0.500 | 0.188 | 0.188 | 0.500 | -10.359 | 2.050 | 7.780 | T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-S_KIT_ASM-1/DOWEL_PIN-DME_D0188_L0500-2
44 | 1 | rail | 0.880 | 0.750 | 0.750 | 7.000 | -7.609 | 2.250 | 8.155 | T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-S_KIT_ASM-1/T001015_PLC75-S-02-1
45 | 0 | hardware_other | 0.250 | 0.030 | 0.750 | 1.600 | -10.309 | 2.250 | 7.765 | T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-S_KIT_ASM-1/T001015_PLC75-S-03-1
46 | 1 | bushing | 0.500 | 0.188 | 0.188 | 0.500 | -10.859 | 2.450 | 7.780 | T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-S_KIT_ASM-1/DOWEL_PIN-DME_D0188_L0500-1
47 | 1 | bushing | 0.500 | 0.375 | 0.375 | 1.250 | -10.859 | 2.100 | 7.875 | T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-S_KIT_ASM-1/UNC-SHCS-1-4-X-1000-2
48 | 1 | bushing | 0.500 | 0.312 | 0.312 | 0.940 | -4.109 | 2.250 | 8.155 | T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-S_KIT_ASM-1/UNF-SHCS-M-10-X-0750-1
49 | 1 | leader_pin | 0.550 | 0.375 | 0.375 | 1.875 | -2.984 | 4.063 | -8.283 | T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1625-1
50 | 1 | rail | 0.880 | 0.500 | 0.750 | 5.675 | -4.015 | 1.595 | -8.125 | T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-CB7-1
51 | 1 | bushing | 0.500 | 0.188 | 0.188 | 0.500 | -6.102 | 1.595 | -7.750 | T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/DOWEL_PIN_D0188_L0500-1
52 | 1 | bushing | 0.500 | 0.375 | 0.375 | 1.250 | -5.727 | 2.905 | -7.845 | T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1000-4
53 | 1 | bushing | 0.500 | 0.332 | 0.334 | 1.003 | -3.360 | 1.750 | -7.047 | T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/T001015_250X1-SPRING-2
54 | 0 | hardware_other | 0.250 | 0.250 | 0.900 | 3.000 | -3.734 | 2.250 | -7.300 | T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/T001015_PLC75-GP-1
55 | 1 | bushing | 0.500 | 0.332 | 0.334 | 1.003 | -3.359 | 2.750 | -7.047 | T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/T001015_250X1-SPRING-1
56 | 0 | hardware_other | 0.250 | 0.499 | 0.870 | 1.900 | -3.360 | 2.250 | -7.482 | T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/T001015_PLC75-WB-1
57 | 1 | rail | 0.880 | 0.750 | 0.900 | 3.000 | -3.234 | 2.250 | -7.300 | T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/T001015_PLC75-TG-1
58 | 1 | leader_pin | 0.550 | 0.375 | 0.375 | 1.375 | -3.162 | 1.030 | -7.300 | T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/UNC-LHCS-1-4-X-1250-1
59 | 1 | leader_pin | 0.550 | 0.375 | 0.375 | 1.375 | -3.162 | 3.470 | -7.300 | T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/UNC-LHCS-1-4-X-1250-2
60 | 1 | leader_pin | 0.550 | 0.125 | 0.125 | 0.625 | -3.297 | 2.250 | -7.427 | T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/DOWEL_PIN_D0125_L0625-1
61 | 1 | rail | 0.880 | 0.500 | 0.750 | 5.675 | -4.015 | 2.905 | -8.125 | T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-CB7-2
62 | 1 | rail | 0.880 | 0.750 | 1.500 | 4.250 | -2.984 | 2.250 | -8.500 | T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-GB-1
63 | 1 | leader_pin | 0.550 | 0.375 | 0.375 | 1.875 | -2.984 | 0.438 | -8.283 | T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1625-2
64 | 1 | bushing | 0.500 | 0.375 | 0.375 | 1.250 | -6.477 | 1.595 | -7.845 | T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1000-1
65 | 1 | bushing | 0.500 | 0.375 | 0.375 | 1.250 | -5.727 | 1.595 | -7.845 | T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1000-2
66 | 1 | bushing | 0.500 | 0.188 | 0.188 | 0.500 | -5.352 | 1.595 | -7.750 | T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/DOWEL_PIN_D0188_L0500-2
67 | 1 | bushing | 0.500 | 0.375 | 0.375 | 1.250 | -6.477 | 2.905 | -7.845 | T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1000-3
68 | 1 | bushing | 0.500 | 0.188 | 0.188 | 0.500 | -6.102 | 2.905 | -7.750 | T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/DOWEL_PIN_D0188_L0500-3
69 | 1 | bushing | 0.500 | 0.188 | 0.188 | 0.500 | -5.352 | 2.905 | -7.750 | T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/DOWEL_PIN_D0188_L0500-4
70 | 0 | hardware_other | 0.250 | 0.625 | 0.750 | 0.750 | -3.922 | 2.250 | -8.155 | T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-S_KIT_ASM-1/T001015_PLC75-S-01-1
71 | 1 | bushing | 0.500 | 0.375 | 0.375 | 1.250 | -10.359 | 2.100 | -7.875 | T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-S_KIT_ASM-1/UNC-SHCS-1-4-X-1000-1
72 | 1 | bushing | 0.500 | 0.188 | 0.188 | 0.500 | -10.359 | 2.450 | -7.780 | T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-S_KIT_ASM-1/DOWEL_PIN-DME_D0188_L0500-2
73 | 1 | rail | 0.880 | 0.750 | 0.750 | 7.000 | -7.609 | 2.250 | -8.155 | T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-S_KIT_ASM-1/T001015_PLC75-S-02-1
74 | 0 | hardware_other | 0.250 | 0.030 | 0.750 | 1.600 | -10.309 | 2.250 | -7.765 | T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-S_KIT_ASM-1/T001015_PLC75-S-03-1
75 | 1 | bushing | 0.500 | 0.188 | 0.188 | 0.500 | -10.859 | 2.050 | -7.780 | T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-S_KIT_ASM-1/DOWEL_PIN-DME_D0188_L0500-1
76 | 1 | bushing | 0.500 | 0.375 | 0.375 | 1.250 | -10.859 | 2.400 | -7.875 | T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-S_KIT_ASM-1/UNC-SHCS-1-4-X-1000-2
77 | 1 | bushing | 0.500 | 0.312 | 0.312 | 0.940 | -4.109 | 2.250 | -8.155 | T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-S_KIT_ASM-1/UNF-SHCS-M-10-X-0750-1
78 | 0 | hardware_other | 0.250 | 0.500 | 0.875 | 0.875 | -6.879 | -6.875 | 4.000 | T001015_MOLDBASE_ASM-1/TUBE_DOWEL_D0875_L0500-2
79 | 1 | bushing | 0.500 | 2.177 | 2.177 | 3.875 | -1.941 | -6.000 | -5.500 | T001015_MOLDBASE_ASM-1/LBB_1-1-2ID-X-3_7-8_DME-2
80 | 1 | bushing | 0.500 | 2.177 | 2.177 | 3.875 | -1.941 | 6.125 | 5.750 | T001015_MOLDBASE_ASM-1/LBB_1-1-2ID-X-3_7-8_DME-4
81 | 1 | b_core_plate | 0.920 | 1.000 | 15.500 | 17.000 | -4.379 | 0.000 | 0.000 | T001015_MOLDBASE_ASM-1/T001015_SC-RETAINER-PLATE-1
82 | 1 | support_plate | 0.920 | 2.000 | 15.500 | 17.000 | -5.879 | 0.000 | 0.000 | T001015_MOLDBASE_ASM-1/T001015_SC-BACKUP-PLATE-1
83 | 1 | rail | 0.880 | 1.740 | 1.740 | 9.750 | -2.004 | -6.000 | -5.500 | T001015_MOLDBASE_ASM-1/LDR-PIN_1-1-2OD-X-9-3-4_DME-2
84 | 1 | rail | 0.880 | 1.740 | 1.740 | 9.750 | -2.004 | -6.000 | 5.500 | T001015_MOLDBASE_ASM-1/LDR-PIN_1-1-2OD-X-9-3-4_DME-3
85 | 0 | hardware_other | 0.250 | 0.500 | 0.875 | 0.875 | -6.879 | -6.875 | -4.000 | T001015_MOLDBASE_ASM-1/TUBE_DOWEL_D0875_L0500-1
86 | 1 | rail | 0.880 | 1.740 | 1.740 | 9.750 | -2.004 | 6.125 | 5.750 | T001015_MOLDBASE_ASM-1/LDR-PIN_1-1-2OD-X-9-3-4_DME-4
87 | 0 | hardware_other | 0.250 | 0.188 | 1.000 | 1.000 | -11.285 | -4.000 | -4.250 | T001015_MOLDBASE_ASM-1/TLP75-8
88 | 0 | hardware_other | 0.250 | 0.188 | 1.000 | 1.000 | -11.285 | 4.250 | 4.375 | T001015_MOLDBASE_ASM-1/TLP75-6
89 | 1 | bushing | 0.500 | 2.177 | 2.177 | 3.875 | -1.941 | -6.000 | 5.500 | T001015_MOLDBASE_ASM-1/LBB_1-1-2ID-X-3_7-8_DME-3
90 | 1 | a_cavity_plate | 0.920 | 3.875 | 15.500 | 17.000 | -1.942 | 0.000 | 0.000 | T001015_MOLDBASE_ASM-1/T001015_B-PLATE-1
91 | 0 | hardware_other | 0.250 | 0.500 | 0.875 | 0.875 | -6.879 | 6.875 | 4.000 | T001015_MOLDBASE_ASM-1/TUBE_DOWEL_D0875_L0500-3
92 | 0 | hardware_other | 0.250 | 0.480 | 0.480 | 0.500 | -11.457 | 4.250 | 4.375 | T001015_MOLDBASE_ASM-1/UNC-FHCS-1-4-X-0500-6
93 | 1 | rail | 0.880 | 1.740 | 1.740 | 9.750 | -2.004 | 6.000 | -5.500 | T001015_MOLDBASE_ASM-1/LDR-PIN_1-1-2OD-X-9-3-4_DME-1
94 | 0 | hardware_other | 0.250 | 0.188 | 1.000 | 1.000 | -11.285 | -3.000 | -2.000 | T001015_MOLDBASE_ASM-1/TLP75-4
95 | 1 | bushing | 0.500 | 2.177 | 2.177 | 3.875 | -1.941 | 6.000 | -5.500 | T001015_MOLDBASE_ASM-1/LBB_1-1-2ID-X-3_7-8_DME-1
96 | 0 | hardware_other | 0.250 | 0.500 | 0.875 | 0.875 | -11.379 | 6.875 | 4.000 | T001015_MOLDBASE_ASM-1/TUBE_DOWEL_D0875_L0500-8
97 | 0 | hardware_other | 0.250 | 0.500 | 0.875 | 0.875 | -11.379 | -6.875 | -4.000 | T001015_MOLDBASE_ASM-1/TUBE_DOWEL_D0875_L0500-6
98 | 0 | hardware_other | 0.250 | 0.500 | 0.875 | 0.875 | -6.879 | 6.875 | -4.000 | T001015_MOLDBASE_ASM-1/TUBE_DOWEL_D0875_L0500-4
99 | 0 | hardware_other | 0.250 | 0.500 | 0.875 | 0.875 | -11.379 | 6.875 | -4.000 | T001015_MOLDBASE_ASM-1/TUBE_DOWEL_D0875_L0500-7
100 | 0 | hardware_other | 0.250 | 0.188 | 1.000 | 1.000 | -11.285 | -4.000 | 4.250 | T001015_MOLDBASE_ASM-1/TLP75-1
101 | 1 | bottom_clamp_plate | 0.920 | 1.375 | 15.500 | 17.000 | -12.067 | 0.000 | 0.000 | T001015_MOLDBASE_ASM-1/T001015_CLAMP-PLATE-1
102 | 0 | hardware_other | 0.250 | 0.500 | 0.875 | 0.875 | -11.379 | -6.875 | 4.000 | T001015_MOLDBASE_ASM-1/TUBE_DOWEL_D0875_L0500-5
103 | 0 | hardware_other | 0.250 | 0.188 | 1.000 | 1.000 | -11.285 | 3.000 | 2.000 | T001015_MOLDBASE_ASM-1/TLP75-2
104 | 0 | hardware_other | 0.250 | 0.188 | 1.000 | 1.000 | -11.285 | -3.000 | 2.000 | T001015_MOLDBASE_ASM-1/TLP75-3
105 | 0 | hardware_other | 0.250 | 0.188 | 1.000 | 1.000 | -11.285 | 3.000 | -2.000 | T001015_MOLDBASE_ASM-1/TLP75-5
106 | 0 | hardware_other | 0.250 | 0.188 | 1.000 | 1.000 | -11.285 | 4.000 | -4.250 | T001015_MOLDBASE_ASM-1/TLP75-7
107 | 0 | hardware_other | 0.250 | 0.480 | 0.480 | 0.500 | -11.457 | -4.000 | 4.250 | T001015_MOLDBASE_ASM-1/UNC-FHCS-1-4-X-0500-1
108 | 0 | hardware_other | 0.250 | 0.480 | 0.480 | 0.500 | -11.457 | 3.000 | 2.000 | T001015_MOLDBASE_ASM-1/UNC-FHCS-1-4-X-0500-2
109 | 0 | hardware_other | 0.250 | 0.480 | 0.480 | 0.500 | -11.457 | -3.000 | 2.000 | T001015_MOLDBASE_ASM-1/UNC-FHCS-1-4-X-0500-3
110 | 0 | hardware_other | 0.250 | 0.480 | 0.480 | 0.500 | -11.457 | -3.000 | -2.000 | T001015_MOLDBASE_ASM-1/UNC-FHCS-1-4-X-0500-4
111 | 0 | hardware_other | 0.250 | 0.480 | 0.480 | 0.500 | -11.457 | 3.000 | -2.000 | T001015_MOLDBASE_ASM-1/UNC-FHCS-1-4-X-0500-5
112 | 0 | hardware_other | 0.250 | 0.480 | 0.480 | 0.500 | -11.457 | 4.000 | -4.250 | T001015_MOLDBASE_ASM-1/UNC-FHCS-1-4-X-0500-7
113 | 0 | hardware_other | 0.250 | 0.480 | 0.480 | 0.500 | -11.457 | -4.000 | -4.250 | T001015_MOLDBASE_ASM-1/UNC-FHCS-1-4-X-0500-8
114 | 1 | rail | 0.880 | 2.177 | 2.177 | 5.875 | 2.941 | 6.000 | -5.500 | T001015_MOLDBASE_ASM-1/LBB_1-1-2ID-X-5_7-8_DME-1
115 | 1 | top_clamp_plate | 0.920 | 5.875 | 15.500 | 17.000 | 2.941 | 0.000 | 0.000 | T001015_MOLDBASE_ASM-1/T001015_A-PLATE-1
116 | 0 | hardware_other | 0.250 | 1.125 | 11.500 | 15.500 | -10.629 | 0.000 | 0.000 | T001015_MOLDBASE_ASM-1/T001015_EJ-BACKUP-PLATE-1
117 | 0 | hardware_other | 0.250 | 0.750 | 11.500 | 15.500 | -9.692 | 0.000 | 0.000 | T001015_MOLDBASE_ASM-1/T001015_EJ-RET-PLATE-1
118 | 1 | rail | 0.880 | 2.177 | 2.177 | 5.875 | 2.941 | -6.000 | -5.500 | T001015_MOLDBASE_ASM-1/LBB_1-1-2ID-X-5_7-8_DME-2
119 | 1 | rail | 0.880 | 1.240 | 1.240 | 6.250 | -9.613 | -2.500 | -4.250 | T001015_MOLDBASE_ASM-1/EJ_LDR_PIN_D-1-X-6-25_PCS-1
120 | 1 | rail | 0.880 | 1.240 | 1.240 | 6.250 | -9.613 | -2.500 | 4.250 | T001015_MOLDBASE_ASM-1/EJ_LDR_PIN_D-1-X-6-25_PCS-2
121 | 1 | rail | 0.880 | 2.177 | 2.177 | 5.875 | 2.941 | -6.000 | 5.500 | T001015_MOLDBASE_ASM-1/LBB_1-1-2ID-X-5_7-8_DME-3
122 | 1 | rail | 0.880 | 2.177 | 2.177 | 5.875 | 2.941 | 6.125 | 5.750 | T001015_MOLDBASE_ASM-1/LBB_1-1-2ID-X-5_7-8_DME-4
123 | 1 | rail | 0.880 | 1.000 | 1.000 | 10.067 | -5.033 | 4.000 | -4.250 | T001015_MOLDBASE_ASM-1/T001015_RETURN-PIN-2
124 | 1 | rail | 0.880 | 0.562 | 0.562 | 2.375 | -11.536 | -1.125 | 0.000 | T001015_MOLDBASE_ASM-1/UNC-SHCS-3-8-X-2000-4
125 | 1 | rail | 0.880 | 0.938 | 0.938 | 7.125 | -9.129 | 6.875 | 7.000 | T001015_MOLDBASE_ASM-1/UNC-SHCS-5-8-X-6500-2
126 | 0 | hardware_other | 0.250 | 1.552 | 1.552 | 1.750 | -10.311 | -2.500 | 4.250 | T001015_MOLDBASE_ASM-1/GEB_1ID-X-1-3-8OD_DME-3
127 | 1 | rail | 0.880 | 2.625 | 4.500 | 15.500 | -9.129 | -7.188 | 0.000 | T001015_MOLDBASE_ASM-1/T001015_RAIL-BOTTOM-1
128 | 1 | rail | 0.880 | 0.938 | 0.938 | 7.125 | -9.129 | 6.875 | -7.000 | T001015_MOLDBASE_ASM-1/UNC-SHCS-5-8-X-6500-1
129 | 1 | rail | 0.880 | 1.000 | 1.000 | 10.067 | -5.033 | -4.000 | -4.250 | T001015_MOLDBASE_ASM-1/T001015_RETURN-PIN-4
130 | 1 | rail | 0.880 | 0.562 | 0.562 | 2.375 | -11.536 | 2.500 | 0.000 | T001015_MOLDBASE_ASM-1/UNC-SHCS-3-8-X-2000-3
131 | 1 | rail | 0.880 | 1.240 | 1.240 | 6.250 | -9.613 | 2.500 | -4.250 | T001015_MOLDBASE_ASM-1/EJ_LDR_PIN_D-1-X-6-25_PCS-4
132 | 0 | hardware_other | 0.250 | 1.552 | 1.552 | 1.750 | -10.311 | 2.500 | -4.250 | T001015_MOLDBASE_ASM-1/GEB_1ID-X-1-3-8OD_DME-1
133 | 1 | rail | 0.880 | 0.938 | 0.938 | 7.125 | -9.129 | -6.875 | 4.000 | T001015_MOLDBASE_ASM-1/UNC-SHCS-5-8-X-6500-BOX-1
